body_type,color,fuel_type,model_date_begin,name,series,number_of_doors,production_date,vehicle_transmission,engine_displacement,engine_power,mileage,gear_type,steering_wheel,owners,technical_passport,car_age,mileage_per_year,exp_year,high-beam-assist,front-seats-heat-vent,bluetooth,laser-lights,light-sensor,adaptive-light,apple-carplay,electro-trunk,third-row-seats,keyless-entry,activ-suspension,multizone-climate-control,body-kit,projection-display,start-stop-function,start-button,paint-metallic,wheel-heat,passenger-seat-electric,rain-sensor,navigation,voice-recognition,multi-wheel,airbag-curtain,glonass,auto-mirrors,usb,power-latching-doors,led-lights,auto-park,bas,isofix,tyre-pressure,air-suspension,decorative-interior-lighting,360-camera,wireless-charger,electronic-gage-panel,model_age,covid,price,dataset,luxury_tax,car_tax,equipments_count
sedan,grey,gasoline,2002,530i,5ER,4,2005,AT,3000,231,12,rear,left,3,duplicate,5,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,482300,train,1.0,15708,0
sedan,grey,diesel,2020,520d xDrive,5ER,4,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,3911089,train,1.0,8170,27
sedan,black,gasoline,1987,520i,5ER,4,1991,MT,2000,150,5,rear,left,3,original,7,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,150150,train,1.0,3600,0
sedan,silver,gasoline,1995,523i,5ER,4,2000,AT,2500,170,15,rear,left,3,original,7,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,300300,train,1.0,7140,0
station_wagon,mid_blue,gasoline,1987,520i,5ER,5,1994,MT,2000,150,17,rear,left,3,duplicate,7,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,81900,train,1.0,3600,0
sedan,mid_blue,diesel,2000,530d,5ER,4,2000,MT,2900,193,17,rear,left,3,original,7,3.0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,1,441350,train,1.0,8299,6
sedan,grey,diesel,2016,520d xDrive,5ER,4,2018,AT,2000,190,4,4w,left,2,original,2,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2411500,train,1.0,8170,0
sedan,black,diesel,2016,520d xDrive,5ER,4,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,4,1,3094000,train,1.0,8170,23
sedan,mid_blue,gasoline,1995,520i,5ER,4,2000,MT,2000,150,13,rear,left,3,duplicate,7,2.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,282100,train,1.0,3600,0
sedan,green,gasoline,1995,520i,5ER,4,1997,MT,2000,150,17,rear,left,3,duplicate,7,2.0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,336700,train,1.0,3600,1
sedan_long,mid_blue,gasoline,2013,520Li,5ER,4,2016,AT,2000,184,4,rear,left,2,original,3,3.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1587404,train,1.0,7912,0
sedan,black,diesel,2016,520d xDrive,5ER,4,2020,AT,2000,190,1,4w,left,1,Unknown,0,nan,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,4,1,3394300,train,1.0,8170,23
sedan,white,gasoline,2007,520i,5ER,4,2009,AT,2000,170,6,rear,left,3,original,5,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,409500,train,1.0,7140,0
sedan,black,gasoline,2007,530i,5ER,4,2008,AT,3000,272,6,rear,left,2,original,5,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,546000,train,1.0,35904,0
liftback_gran_turismo,black,diesel,2009,530d,5ER,5,2010,AT,3000,245,10,rear,left,2,original,5,3.0,13,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,11,1,1031092,train,1.0,16660,18
sedan,mid_blue,diesel,2016,520d,5ER,4,2019,AT,2000,190,1,rear,left,1,original,1,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,4,1,2548000,train,1.0,8170,16
sedan,black,gasoline,2002,525xi,5ER,4,2006,AT,2500,218,9,4w,left,3,duplicate,5,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,482300,train,1.0,12644,0
sedan,mid_blue,gasoline,1987,520i,5ER,4,1992,MT,2000,150,12,rear,left,3,duplicate,7,2.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,145600,train,1.0,3600,0
sedan,white,diesel,2016,530d xDrive,5ER,4,2018,AT,3000,249,1,4w,left,1,original,2,1.0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,4,1,3003000,train,1.0,16932,32
sedan,silver,gasoline,2000,525i,5ER,4,2001,AT,2500,192,8,rear,left,3,duplicate,6,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,309400,train,1.0,8256,1
sedan,black,gasoline,1995,520i,5ER,4,1999,MT,2000,150,13,rear,left,2,original,7,2.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,227500,train,1.0,3600,0
sedan,grey,gasoline,2013,520i,5ER,4,2014,AT,2000,184,4,rear,left,3,duplicate,4,2.0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1365000,train,1.0,7912,11
sedan,grey,gasoline,2007,535i,5ER,4,2009,AT,3000,300,11,rear,left,1,original,5,3.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,632450,train,1.0,39600,0
sedan,black,gasoline,2016,520i,5ER,4,2018,AT,2000,184,3,rear,left,1,original,2,4.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2093000,train,1.0,7912,0
sedan,white,diesel,2016,530d xDrive,5ER,4,2019,AT,3000,249,1,4w,left,1,original,1,1.0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,4,1,4022200,train,1.0,16932,30
sedan,black,gasoline,2000,520i,5ER,4,2001,AT,2200,170,6,rear,left,3,duplicate,6,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,350350,train,1.0,7140,0
sedan,green,gasoline,2000,520i,5ER,4,2001,AT,2200,170,12,rear,left,3,original,6,2.0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,336700,train,1.0,7140,3
sedan,olive,gasoline,2013,520i,5ER,4,2016,AT,2000,184,3,rear,left,2,original,3,2.0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1425988,train,1.0,7912,11
sedan,white,gasoline,2013,520i,5ER,4,2014,AT,2000,184,4,rear,left,3,duplicate,4,2.0,5,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7,1,1092000,train,1.0,7912,16
sedan,black,diesel,2013,520d,5ER,4,2015,AT,2000,190,5,rear,left,1,original,3,3.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1560650,train,1.0,8170,0
sedan,white,diesel,2013,530d xDrive,5ER,4,2013,AT,3000,258,4,4w,left,2,original,4,2.0,5,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,7,1,1729000,train,1.0,34056,20
sedan,mid_blue,diesel,2009,530d xDrive,5ER,4,2011,AT,3000,258,8,4w,left,1,original,4,2.0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1123850,train,1.0,34056,9
sedan,black,gasoline,1995,528i,5ER,4,1998,MT,2800,193,9,rear,left,3,duplicate,7,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,273000,train,1.0,8299,0
sedan,black,diesel,2016,520d xDrive,5ER,4,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,4,1,3346070,train,1.0,8170,19
sedan,white,gasoline,2013,520i,5ER,4,2016,AT,2000,184,3,rear,left,1,original,3,2.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1649830,train,1.0,7912,12
sedan,mid_blue,gasoline,2016,520i,5ER,4,2020,AT,2000,184,1,rear,left,1,original,0,nan,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,4,1,2573025,train,1.0,7912,18
liftback_gran_turismo,black,diesel,2009,530d xDrive,5ER,5,2012,AT,3000,258,5,4w,left,3,original,4,2.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1192100,train,1.0,34056,4
sedan,red,gasoline,2007,525i,5ER,4,2007,AT,2500,218,9,rear,left,3,duplicate,5,2.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,571480,train,1.0,12644,0
sedan,black,gasoline,1995,520i,5ER,4,1996,AT,2000,150,6,rear,left,3,original,7,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,91000,train,1.0,3600,0
sedan,grey,diesel,2020,520d xDrive,5ER,4,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,3711253,train,1.0,8170,27
sedan,black,gasoline,2002,520i,5ER,4,2004,AT,2200,170,9,rear,left,3,duplicate,6,2.0,11,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,18,1,409500,train,1.0,7140,12
sedan,green,gasoline,1987,520i,5ER,4,1993,MT,2000,150,11,rear,left,3,original,7,1.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,109200,train,1.0,3600,0
sedan,grey,gasoline,2007,530i,5ER,4,2007,AT,3000,272,9,rear,left,2,original,5,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,568750,train,1.0,35904,1
sedan,silver,diesel,2007,525d,5ER,4,2007,AT,3000,197,17,rear,left,3,original,5,4.0,24,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,13,1,773500,train,1.0,8471,12
sedan,black,diesel,2009,530d xDrive,5ER,4,2012,AT,3000,258,5,4w,left,3,original,4,2.0,6,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,11,1,1283100,train,1.0,34056,23
sedan,black,diesel,2016,530d xDrive,5ER,4,2018,AT,3000,249,1,4w,left,1,original,2,1.0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,4,1,3066700,train,1.0,16932,32
sedan,black,diesel,2000,520d,5ER,4,2001,MT,2000,136,11,rear,left,2,original,6,2.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,373100,train,1.0,3264,0
sedan,black,gasoline,1995,523i,5ER,4,1997,MT,2500,170,14,rear,left,3,original,7,2.0,19,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,1,318500,train,1.0,7140,9
sedan,black,gasoline,2016,530i xDrive,5ER,4,2020,AT,2000,249,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,4,1,3940300,train,1.0,16932,31
sedan,silver,gasoline,2000,520i,5ER,4,2001,AT,2200,170,16,rear,left,3,duplicate,6,3.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,268450,train,1.0,7140,3
sedan,black,gasoline,2009,523i,5ER,4,2011,AT,2500,204,4,rear,left,2,original,4,1.0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1119300,train,1.0,11832,6
sedan,navy,gasoline,1995,528i,5ER,4,1997,AT,2800,193,17,rear,left,3,original,7,3.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,263900,train,1.0,8299,0
sedan,grey,gasoline,1987,520i,5ER,4,1992,MT,2000,150,17,rear,left,3,duplicate,7,2.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,109200,train,1.0,3600,1
sedan,grey,diesel,2020,520d xDrive,5ER,4,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,3691870,train,1.0,8170,27
sedan,mid_blue,gasoline,2009,528i,5ER,4,2012,AT,2000,245,8,rear,left,2,original,4,3.0,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,11,1,818999,train,1.0,16660,11
sedan,green,gasoline,1995,523i,5ER,4,1997,AT,2500,170,17,rear,left,3,duplicate,7,2.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,236600,train,1.0,7140,0
sedan,white,gasoline,2013,528i xDrive,5ER,4,2013,AT,2000,245,4,4w,left,2,original,4,2.0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1437800,train,1.0,16660,11
sedan,green,gasoline,1995,535i,5ER,4,2000,AT,3500,245,11,rear,left,3,duplicate,7,2.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,327600,train,1.0,16660,0
sedan,olive,diesel,2009,530d xDrive,5ER,4,2012,AT,3000,258,5,4w,left,3,original,4,2.0,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,11,1,1137500,train,1.0,34056,15
sedan,grey,gasoline,2009,528i,5ER,4,2012,AT,2000,245,3,rear,left,3,original,4,1.0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1183000,train,1.0,16660,5
sedan,white,gasoline,2016,530i xDrive,5ER,4,2018,AT,2000,249,3,4w,left,1,original,2,3.0,2,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,4,1,2457000,train,1.0,16932,30
sedan,black,gasoline,2000,530i,5ER,4,2003,AT,3000,231,11,rear,left,3,original,6,2.0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,473200,train,1.0,15708,4
sedan,mid_blue,diesel,2016,520d,5ER,4,2020,AT,2000,190,1,rear,left,1,original,0,nan,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,4,1,2730728,train,1.0,8170,21
sedan,mid_blue,diesel,2016,520d xDrive,5ER,4,2017,AT,2000,190,4,4w,left,2,original,2,3.0,4,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,4,1,2095730,train,1.0,8170,24
sedan,white,diesel,2013,525d xDrive,5ER,4,2015,AT,2000,218,2,4w,left,2,original,3,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1739010,train,1.0,12644,0
sedan,white,gasoline,2013,520i,5ER,4,2014,AT,2000,184,6,rear,left,3,original,4,3.0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1228500,train,1.0,7912,12
sedan,black,gasoline,2013,520i,5ER,4,2016,AT,2000,184,5,rear,left,2,original,3,4.0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1471470,train,1.0,7912,11
sedan,mid_blue,gasoline,1995,520i,5ER,4,1999,MT,2000,150,17,rear,left,3,duplicate,7,3.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,236600,train,1.0,3600,0
sedan,black,diesel,2002,525d,5ER,4,2004,MT,2500,177,17,rear,left,1,original,6,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,500500,train,1.0,7611,2
sedan,silver,diesel,2013,530d xDrive,5ER,4,2013,AT,3000,258,4,4w,left,3,original,4,2.0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1674400,train,1.0,34056,13
sedan,white,diesel,2013,520d,5ER,4,2016,AT,2000,190,5,rear,left,2,original,3,4.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1400126,train,1.0,8170,0
sedan,white,diesel,2009,525d xDrive,5ER,4,2013,AT,2000,218,5,4w,left,3,original,4,2.0,6,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,11,1,1091090,train,1.0,12644,16
sedan,mid_blue,gasoline,1987,520i,5ER,4,1991,AT,2000,150,13,rear,left,3,duplicate,7,2.0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,154700,train,1.0,3600,2
sedan,silver,gasoline,2007,525i,5ER,4,2008,AT,2500,218,8,rear,left,2,original,5,2.0,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,591500,train,1.0,12644,11
sedan,mid_blue,diesel,2020,520d xDrive,5ER,4,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,3670940,train,1.0,8170,27
sedan,black,diesel,2016,520d xDrive,5ER,4,2019,AT,2000,190,2,4w,left,2,original,1,4.0,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,4,1,2184000,train,1.0,8170,19
sedan,black,gasoline,2009,520i,5ER,4,2012,AT,2000,184,7,rear,left,1,original,4,2.0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,1,945490,train,1.0,7912,9
sedan,mid_blue,diesel,2020,520d xDrive,5ER,4,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,3643822,train,1.0,8170,27
sedan,black,gasoline,2002,525xi,5ER,4,2006,AT,2500,218,8,4w,left,3,original,5,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,486850,train,1.0,12644,2
sedan,black,gasoline,2009,523i,5ER,4,2011,AT,2500,204,7,rear,left,3,original,4,2.0,10,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,11,1,909090,train,1.0,11832,14
sedan,black,diesel,2016,520d xDrive,5ER,4,2017,AT,2000,190,4,4w,left,1,original,2,3.0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,4,1,1917370,train,1.0,8170,13
liftback_gran_turismo,black,diesel,2013,530d xDrive,5ER,5,2013,AT,3000,258,6,4w,left,2,original,4,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1547000,train,1.0,34056,0
station_wagon,green,gasoline,1987,520i,5ER,5,1996,MT,2000,150,11,rear,left,3,duplicate,7,2.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,91000,train,1.0,3600,0
sedan,silver,gasoline,2000,530i,5ER,4,2001,AT,3000,231,15,rear,left,3,original,6,2.0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,350350,train,1.0,15708,5
sedan_long,grey,gasoline,2013,520Li,5ER,4,2015,AT,2000,184,6,rear,left,2,original,3,3.0,7,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,7,1,1248520,train,1.0,7912,17
sedan,black,gasoline,2002,525i,5ER,4,2005,MT,2500,218,7,rear,left,1,original,5,2.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,577850,train,1.0,12644,0
station_wagon,mid_blue,gasoline,1987,520i,5ER,5,1996,MT,2000,150,17,rear,left,3,original,7,2.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,113750,train,1.0,3600,0
sedan,grey,gasoline,1995,523i,5ER,4,1998,AT,2500,170,14,rear,left,3,original,7,2.0,19,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,273000,train,1.0,7140,5
sedan,white,gasoline,2009,550i xDrive,5ER,4,2011,AT,4400,407,5,4w,left,2,original,4,2.0,7,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,11,1,1228500,train,1.0,53724,23
sedan,mid_blue,gasoline,2000,530i,5ER,4,2001,AT,3000,231,15,rear,left,3,original,6,2.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,300300,train,1.0,15708,0
